id,age,income,category,purchase_date,age_group
3,46,34158,Electronics,2023-06-10,36-50
8,38,116704,Toys,2023-11-23,36-50
11,36,48017,Toys,2024-08-15,36-50
12,40,105880,Groceries,2024-10-25,36-50
15,41,30404,Furniture,2023-12-20,36-50
19,41,42763,Toys,2024-02-27,36-50
21,39,90100,Toys,2023-06-26,36-50
24,41,80612,Toys,2024-05-08,36-50
26,47,53524,Groceries,2024-09-01,36-50
30,38,62201,Electronics,2023-01-22,36-50
31,50,83330,Groceries,2023-04-22,36-50
34,39,68765,Furniture,2023-04-08,36-50
37,42,83932,Electronics,2024-09-28,36-50
39,44,87091,Electronics,2023-03-27,36-50
42,45,67744,Electronics,2023-10-21,36-50
59,38,83871,Groceries,2023-08-01,36-50
64,42,31252,Clothing,2024-01-16,36-50
70,43,111317,Furniture,2023-09-11,36-50
73,37,36949,Furniture,2024-07-07,36-50
74,45,85393,Electronics,2023-08-15,36-50
96,46,44388,Groceries,2023-08-26,36-50
98,43,99836,Groceries,2023-07-29,36-50
105,48,110719,Groceries,2023-09-16,36-50
110,40,54071,Furniture,2023-08-08,36-50
115,38,99724,Toys,2024-09-10,36-50
121,41,117044,Electronics,2024-06-07,36-50
122,43,117505,Toys,2023-01-16,36-50
123,42,66668,Electronics,2023-05-09,36-50
129,46,81745,Toys,2023-06-11,36-50
133,42,40488,Toys,2024-07-24,36-50
136,41,73221,Furniture,2024-06-20,36-50
140,41,82796,Groceries,2024-10-27,36-50
147,50,117731,Furniture,2023-09-22,36-50
154,45,97661,Clothing,2024-01-12,36-50
160,50,35122,Clothing,2024-12-28,36-50
163,40,114717,Groceries,2024-08-10,36-50
165,41,68638,Groceries,2023-10-04,36-50
170,39,76271,Toys,2024-11-05,36-50
171,44,103688,Clothing,2024-11-22,36-50
181,43,36168,Electronics,2023-09-30,36-50
185,44,56734,Furniture,2024-12-24,36-50
189,43,42910,Groceries,2023-09-05,36-50
194,49,102274,Groceries,2024-10-21,36-50
199,49,84553,Electronics,2024-08-01,36-50
201,47,64529,Toys,2024-03-17,36-50
203,40,106090,Furniture,2023-07-10,36-50
208,46,57285,Electronics,2023-10-29,36-50
211,49,102303,Toys,2024-02-05,36-50
215,39,106125,Toys,2023-07-29,36-50
216,45,43918,Clothing,2023-04-25,36-50
224,45,68110,Furniture,2024-07-11,36-50
225,45,46389,Groceries,2024-07-03,36-50
228,37,58746,Groceries,2024-05-15,36-50
229,47,117886,Electronics,2024-12-02,36-50
234,45,30846,Toys,2024-08-18,36-50
235,42,40954,Groceries,2023-10-08,36-50
238,50,118236,Furniture,2023-06-03,36-50
241,44,72101,Clothing,2024-10-23,36-50
251,44,31917,Clothing,2023-03-04,36-50
255,50,50128,Electronics,2024-09-24,36-50
259,41,117958,Electronics,2024-03-12,36-50
263,49,35287,Clothing,2023-09-22,36-50
264,49,64387,Clothing,2023-11-16,36-50
265,41,38512,Electronics,2024-11-03,36-50
287,45,117388,Electronics,2024-10-31,36-50
289,40,71832,Groceries,2023-02-04,36-50
291,49,60523,Furniture,2024-05-08,36-50
292,50,118861,Toys,2024-07-15,36-50
294,36,45524,Groceries,2024-10-22,36-50
299,43,46984,Groceries,2023-07-20,36-50
300,49,44060,Electronics,2024-03-20,36-50
302,49,114056,Groceries,2023-02-04,36-50
311,41,101520,Furniture,2024-02-28,36-50
316,39,97728,Electronics,2024-07-12,36-50
320,50,48381,Clothing,2024-08-27,36-50
326,46,84917,Furniture,2024-10-30,36-50
328,37,54519,Clothing,2023-05-12,36-50
332,36,101324,Groceries,2024-02-10,36-50
333,43,35408,Clothing,2023-03-17,36-50
335,36,55053,Toys,2024-05-06,36-50
336,37,39446,Groceries,2023-07-13,36-50
337,49,30922,Clothing,2023-06-11,36-50
341,50,74028,Furniture,2023-03-28,36-50
348,45,89201,Furniture,2024-12-30,36-50
350,42,73872,Toys,2024-10-09,36-50
352,40,85180,Toys,2024-01-15,36-50
353,48,53710,Furniture,2023-12-28,36-50
354,47,59486,Furniture,2024-03-24,36-50
360,43,94772,Groceries,2023-10-18,36-50
373,49,85318,Groceries,2024-12-04,36-50
379,36,103319,Clothing,2023-12-10,36-50
383,37,57306,Groceries,2024-07-24,36-50
384,41,115451,Clothing,2023-07-02,36-50
387,50,110879,Toys,2024-02-01,36-50
388,41,94644,Electronics,2024-12-04,36-50
396,37,116066,Electronics,2023-06-17,36-50
401,42,43718,Electronics,2024-03-31,36-50
403,42,106589,Clothing,2023-09-25,36-50
404,46,52116,Electronics,2024-03-20,36-50
415,50,86264,Clothing,2024-10-31,36-50
417,50,87545,Toys,2024-12-27,36-50
419,38,43224,Electronics,2024-11-17,36-50
421,37,55150,Groceries,2023-11-20,36-50
427,50,38666,Groceries,2024-10-20,36-50
432,39,100507,Furniture,2024-01-13,36-50
434,39,97526,Electronics,2023-02-10,36-50
436,47,75765,Groceries,2023-07-21,36-50
443,44,40395,Furniture,2024-01-12,36-50
444,44,46241,Clothing,2024-07-04,36-50
446,38,100480,Electronics,2023-03-25,36-50
447,47,76163,Electronics,2024-03-29,36-50
448,50,49816,Furniture,2024-10-28,36-50
449,45,79840,Toys,2024-09-20,36-50
451,50,54917,Toys,2024-08-27,36-50
456,36,105520,Groceries,2023-09-15,36-50
462,45,88066,Furniture,2023-12-23,36-50
463,47,32079,Electronics,2023-08-01,36-50
464,46,32717,Toys,2024-07-27,36-50
472,41,63536,Furniture,2023-10-04,36-50
473,46,94077,Groceries,2024-03-13,36-50
477,48,36645,Groceries,2024-09-02,36-50
480,50,41485,Clothing,2023-03-14,36-50
483,38,95155,Electronics,2023-07-07,36-50
484,49,85168,Furniture,2023-12-30,36-50
485,40,82487,Clothing,2024-03-26,36-50
486,50,42342,Toys,2023-07-14,36-50
489,42,108623,Toys,2023-02-10,36-50
491,48,82603,Groceries,2023-01-23,36-50
497,41,85106,Electronics,2024-09-03,36-50
499,49,106218,Toys,2024-11-09,36-50
501,39,104055,Groceries,2024-03-15,36-50
502,40,86373,Toys,2024-10-29,36-50
504,44,115230,Groceries,2023-07-15,36-50
507,43,69986,Electronics,2023-07-12,36-50
510,50,109111,Toys,2024-10-30,36-50
516,46,105039,Clothing,2024-04-19,36-50
519,43,42175,Electronics,2024-07-29,36-50
522,42,96358,Clothing,2024-11-18,36-50
523,41,47327,Electronics,2024-09-19,36-50
531,37,50079,Furniture,2024-01-11,36-50
539,40,53236,Groceries,2024-03-05,36-50
541,45,115514,Clothing,2024-03-23,36-50
544,49,44596,Clothing,2023-09-19,36-50
545,40,63572,Clothing,2023-05-05,36-50
546,39,108757,Groceries,2023-09-02,36-50
548,42,93197,Clothing,2024-04-29,36-50
552,39,59975,Groceries,2023-06-19,36-50
555,39,49063,Furniture,2023-03-28,36-50
565,50,65367,Groceries,2023-04-19,36-50
576,49,91268,Groceries,2024-07-07,36-50
578,47,87384,Groceries,2024-02-20,36-50
589,47,81226,Clothing,2024-01-20,36-50
590,36,111182,Groceries,2024-08-26,36-50
593,36,34263,Furniture,2024-04-27,36-50
594,45,76828,Clothing,2023-04-21,36-50
597,43,89052,Furniture,2024-05-23,36-50
599,43,65737,Furniture,2023-04-09,36-50
602,40,66397,Electronics,2024-10-25,36-50
612,49,87492,Electronics,2023-04-01,36-50
616,42,54762,Electronics,2024-07-12,36-50
625,39,89129,Toys,2023-01-20,36-50
626,46,104478,Toys,2024-07-11,36-50
630,43,42112,Groceries,2023-05-27,36-50
634,39,96017,Groceries,2024-08-04,36-50
636,46,62921,Groceries,2023-08-16,36-50
638,45,45048,Furniture,2024-08-09,36-50
642,47,64008,Clothing,2024-02-03,36-50
649,43,75186,Groceries,2023-03-23,36-50
650,43,58145,Groceries,2024-08-26,36-50
652,38,116123,Clothing,2023-12-31,36-50
655,50,50581,Toys,2024-05-25,36-50
657,47,53051,Furniture,2023-04-26,36-50
659,40,99626,Toys,2023-05-27,36-50
667,48,31341,Toys,2024-12-20,36-50
670,36,101431,Furniture,2023-01-22,36-50
672,49,81860,Groceries,2024-12-26,36-50
679,41,45896,Electronics,2023-07-13,36-50
684,45,67641,Electronics,2023-10-13,36-50
685,49,59711,Clothing,2023-02-26,36-50
686,44,100342,Toys,2023-10-30,36-50
687,37,42182,Groceries,2023-06-12,36-50
688,41,117833,Electronics,2023-01-19,36-50
693,50,67198,Groceries,2023-11-23,36-50
694,50,38820,Toys,2024-06-25,36-50
702,50,36737,Furniture,2024-07-02,36-50
707,46,49426,Groceries,2023-07-20,36-50
710,48,96150,Electronics,2024-11-06,36-50
717,40,108945,Groceries,2024-01-19,36-50
719,43,32983,Toys,2024-02-18,36-50
721,46,53510,Toys,2023-03-16,36-50
722,43,108187,Furniture,2023-12-21,36-50
724,43,86846,Toys,2023-07-07,36-50
736,46,96081,Clothing,2023-06-11,36-50
739,42,57788,Toys,2023-12-24,36-50
740,38,78543,Toys,2023-07-07,36-50
747,41,81184,Groceries,2024-05-22,36-50
756,49,40616,Furniture,2023-08-19,36-50
757,41,80072,Clothing,2024-07-18,36-50
758,40,54574,Electronics,2023-11-17,36-50
760,49,42676,Electronics,2024-10-31,36-50
766,40,54951,Clothing,2023-10-08,36-50
767,42,62413,Toys,2024-12-26,36-50
770,47,62913,Toys,2023-07-02,36-50
774,37,34494,Furniture,2023-03-15,36-50
776,42,119431,Electronics,2024-04-28,36-50
777,39,104691,Toys,2024-03-31,36-50
780,36,75028,Groceries,2024-10-21,36-50
786,36,110097,Electronics,2024-02-12,36-50
790,45,92211,Clothing,2023-09-17,36-50
792,48,86979,Groceries,2023-02-28,36-50
794,36,68197,Toys,2024-04-10,36-50
802,42,57376,Groceries,2024-07-14,36-50
805,38,111412,Furniture,2023-08-29,36-50
808,40,102750,Electronics,2024-12-26,36-50
818,48,114386,Furniture,2024-09-24,36-50
822,40,58831,Electronics,2023-05-17,36-50
823,46,37906,Clothing,2024-11-04,36-50
843,44,72520,Furniture,2024-12-25,36-50
847,46,111121,Clothing,2024-06-19,36-50
850,36,99669,Toys,2024-03-06,36-50
855,39,71873,Groceries,2024-10-13,36-50
859,42,115956,Toys,2023-10-31,36-50
865,48,49129,Toys,2024-10-19,36-50
866,36,31591,Groceries,2023-08-15,36-50
871,44,37314,Toys,2024-02-01,36-50
873,43,97675,Clothing,2023-01-31,36-50
874,36,95082,Furniture,2024-06-11,36-50
881,45,32469,Toys,2023-06-22,36-50
884,37,93620,Toys,2023-09-20,36-50
885,45,78874,Furniture,2023-10-01,36-50
893,45,32719,Furniture,2023-03-06,36-50
898,42,48787,Toys,2023-08-15,36-50
900,50,87932,Electronics,2023-11-09,36-50
907,49,64832,Electronics,2023-02-22,36-50
911,38,67311,Toys,2024-11-07,36-50
914,38,31007,Clothing,2023-05-18,36-50
920,36,72207,Electronics,2023-07-01,36-50
921,37,43281,Furniture,2024-06-19,36-50
929,48,113807,Furniture,2023-06-05,36-50
936,40,39077,Clothing,2024-11-23,36-50
941,49,67567,Clothing,2024-02-25,36-50
946,41,51427,Electronics,2023-02-02,36-50
947,45,57083,Toys,2023-02-24,36-50
951,45,37813,Toys,2024-06-11,36-50
953,43,57082,Toys,2024-07-08,36-50
958,45,43025,Furniture,2024-09-14,36-50
959,45,44288,Toys,2023-11-03,36-50
963,44,98878,Groceries,2023-08-13,36-50
967,50,53411,Toys,2023-02-14,36-50
969,37,90545,Toys,2023-02-28,36-50
971,45,82307,Clothing,2024-09-07,36-50
973,46,107258,Electronics,2024-05-03,36-50
