id,age,income,category,purchase_date,age_group
132,18,53321,Toys,2024-05-20,0-18
137,18,40478,Electronics,2023-05-11,0-18
173,18,40267,Furniture,2023-02-10,0-18
179,18,34632,Groceries,2023-06-25,0-18
239,18,36469,Clothing,2024-09-05,0-18
293,18,116740,Clothing,2024-04-13,0-18
346,18,97779,Groceries,2024-07-26,0-18
367,18,105683,Furniture,2023-07-09,0-18
532,18,66220,Toys,2023-12-10,0-18
606,18,49250,Groceries,2024-05-31,0-18
609,18,117410,Electronics,2023-06-13,0-18
620,18,53150,Groceries,2024-01-30,0-18
673,18,41344,Toys,2024-11-13,0-18
701,18,71786,Groceries,2023-01-01,0-18
854,18,100831,Clothing,2024-12-23,0-18
890,18,84302,Clothing,2024-06-23,0-18
930,18,75539,Groceries,2024-11-17,0-18
996,18,56385,Furniture,2024-06-12,0-18
